"","Date","Site","Sample.Depth.category","Dissolved.Organic.Carbon.mg.L","Urea.b5g.N.L","Nitrate..Nitrite.mg.N.L","Ammonia.b5g.N.L","Soluble.Reactive.Phosphorus.b5g.P.L","Total.Dissolved.Phosphorus.b5g.P.L","Total.Phosphorus.b5g.P.L","Extracted.Chlorophyll.a.b5g.L","Extracted.Phycocyanin.b5g.L","Dissolved.Microcystin.b5g.L","CTD.Dissolved.Oxygen.mg.L","Photo.active.radiation","Sample.Temperature.b0C","CTD.Temperature.b0C"
"194",2014-07-21,"WE8","Surface",3.54,NA,0.601,7.7,1.7,9.2,28.89,8.8,1.03,NA,5.3,1105.4,NA,25.4
"195",2014-07-21,"WE12","Surface",3.75,NA,1.021,1.82,NA,4.52,32.14,18.62,5.59,NA,7.2,945.2,NA,23.9
"196",2014-07-21,"WE13","Surface",2.69,NA,0.335,0.73,NA,1.99,14.43,7.81,1.76,NA,6.6,1599.3,NA,24.2
"197",2014-07-29,"WE2","Surface",3.4,NA,0.439,6.48,2.5,5.99,23.55,10.02,8.81,NA,7.3,972.7,NA,22.2
"198",2014-07-29,"WE4","Surface",2.44,NA,0.308,9.39,1.01,3.07,16.46,6.12,4.77,NA,7.1,1150.09,NA,22.6
"199",2014-07-29,"WE6","Surface",6.02,NA,1.433,NA,1.12,10.3,104.04,126.14,201.19,NA,8.7,38.33,NA,21.7
"200",2014-07-29,"WE8","Surface",4.21,NA,0.43,NA,0.46,6.91,50.35,42.11,49.57,NA,8.4,765.97,NA,24
"201",2014-07-29,"WE12","Surface",3.68,NA,1.026,NA,3.46,7.93,67.5,33.15,27.74,NA,8.8,467.01,NA,22.2
"202",2014-07-29,"WE13","Surface",2.34,NA,0.288,NA,0.57,3.46,18.5,5.63,2.56,NA,8.8,1278.83,NA,22.6
"203",2014-08-04,"WE2","Surface",3.9,NA,0.556,3.03,1.45,4.83,31.98,29.44,39.01,NA,6.8,676.31,NA,23.1
"204",2014-08-04,"WE4","Surface",3.28,NA,0.139,1.64,0.55,3.17,22.09,18.11,15.38,NA,8.1,400.17,NA,24.6
"205",2014-08-04,"WE6","Surface",4.86,NA,0.288,1.82,NA,6.71,62.19,71.62,93.15,NA,7.4,14.43,NA,24.4
"206",2014-08-04,"WE8","Surface",3.67,NA,0.087,1.31,NA,4.88,40.07,46.53,21.34,NA,7.3,403.89,NA,24.5
"207",2014-08-04,"WE12","Surface",3.95,NA,0.618,3.25,NA,5.34,44.37,54.46,45.43,NA,9,530.37,NA,24.6
"208",2014-08-04,"WE13","Surface",2.57,NA,0.216,2.04,NA,1.67,14.98,6.74,8.46,NA,7.8,1255.03,NA,24.2
"209",2014-08-04,"1-Aug","Surface",4.91,NA,0.579,2.58,0.39,7.38,60.24,51.2,34.93,NA,8.9,81.77,NA,24.9
"210",2014-08-04,"2-Aug","Surface",4.72,NA,0.542,2.66,NA,6.11,53.01,69.44,64.57,NA,10.2,644.95,NA,24.5
"211",2014-08-11,"WE2","Surface",3.9,NA,0.146,7.07,0.69,6.93,121.13,71.96,268.78,NA,7.7,1.02,NA,23.8
"212",2014-08-11,"WE4","Surface",3.28,NA,0.039,7.14,0.98,5.66,45.68,30.23,52.11,NA,7.4,8.23,NA,23.5
"213",2014-08-11,"WE6","Surface",4.86,NA,0.218,4.02,NA,6.17,133.03,97.96,70.87,NA,8.2,3.73,NA,23.6
"214",2014-08-11,"WE8","Surface",3.67,NA,0.016,9.14,1.65,7.93,80.38,45.89,74.46,NA,6.9,35.31,NA,23.7
"215",2014-08-11,"WE12","Surface",3.95,NA,0.145,8.12,1.53,5.62,43.56,11.58,16.97,NA,8.2,26.03,NA,23.8
"216",2014-08-11,"WE13","Surface",2.57,NA,0.216,9.92,NA,4.03,24.71,8.81,5.86,NA,7,83.07,NA,23.5
"217",2014-08-18,"WE2","Surface",3.98,NA,NA,3.25,1.27,7.08,72.11,39.39,23.89,NA,7.2,91.16,NA,21.9
"218",2014-08-18,"WE4","Surface",3.29,NA,0.179,1.77,NA,1.33,11.98,5.86,1.08,NA,8.8,499.39,NA,21.6
"219",2014-08-18,"WE6","Surface",4.21,NA,NA,2.37,1.47,9,149.98,50.7,25.56,NA,7.5,35.67,NA,21.8
"220",2014-08-18,"WE8","Surface",3.36,NA,0.002,1.85,1.35,7.38,66.93,36.01,11.37,NA,7.9,261.58,NA,22.6
"221",2014-08-18,"WE12","Surface",2.92,NA,0.003,2.01,2.44,7.18,82.74,33.35,15.78,NA,8.2,147.74,NA,22
"222",2014-08-18,"WE13","Surface",2.82,NA,0.166,2.97,0.29,1.58,13.61,5.95,0.68,NA,8.5,1171.4,NA,22
"223",2014-08-25,"WE2","Surface",4.18,NA,0.008,3.38,15.75,21.17,90.27,27.1,18.81,NA,6.5,54.18,NA,24.1
"224",2014-08-25,"WE4","Surface",2.2,NA,0.199,18.23,NA,0.63,11.58,3.56,1.37,NA,6.8,1816.9,NA,23.9
"225",2014-08-25,"WE6","Surface",4.46,NA,0.015,2.37,4.42,11.5,114.08,32.5,15.24,NA,5.9,166.24,NA,24.6
"226",2014-08-25,"WE8","Surface",3.61,NA,0.023,1.84,6.6,11.81,65.61,22.85,22.12,NA,7.8,636.37,NA,25.5
"227",2014-08-25,"WE12","Surface",4.27,NA,0.028,2.58,3.68,10.27,98.15,38.28,45.72,NA,7.4,22.65,NA,25
"228",2014-08-25,"WE13","Surface",2.69,NA,0.045,2.69,0.35,1.39,17.14,11.01,16.76,NA,6.6,1406.07,NA,24.1
"229",2014-09-02,"WE2","Surface",4.02,NA,0.032,4.92,4.38,8.88,71.65,36.74,7.11,NA,NA,NA,NA,NA
"230",2014-09-02,"WE4","Surface",2.57,NA,0.073,5.28,0.9,2.83,30.69,28.42,7.53,NA,NA,NA,NA,NA
"231",2014-09-02,"WE6","Surface",5.53,NA,0.038,4.78,3.26,9.27,141.23,101.44,84.32,0.17,NA,NA,NA,NA
"232",2014-09-02,"WE8","Surface",4.49,NA,0.047,5.84,4.99,10.7,104.04,66.88,57.82,NA,NA,NA,NA,NA
"233",2014-09-02,"WE12","Surface",3.19,NA,0.048,1.63,1.81,6.04,47.61,23.62,6.25,NA,NA,NA,NA,NA
"234",2014-09-02,"WE13","Surface",2.3,NA,0.093,3.83,NA,2.38,21.62,18.69,23.76,NA,NA,NA,NA,NA
"235",2014-09-08,"WE2","Surface",3.56,NA,0.053,1.15,4.08,9,42.73,20.77,3.24,0.48,NA,NA,NA,NA
"236",2014-09-08,"WE4","Surface",3.22,NA,0.063,1.54,0.27,3.86,30.58,26.24,15.81,0.25,NA,NA,NA,NA
"237",2014-09-08,"WE6","Surface",5.03,NA,0.061,1.47,3.31,NA,97.53,53.38,15.32,1.94,NA,NA,NA,NA
"238",2014-09-08,"WE8","Surface",4.61,NA,0.066,1.88,10.73,17.6,82.51,41.82,31.94,0.91,NA,NA,NA,NA
"239",2014-09-08,"WE12","Surface",3.24,NA,0.07,1.1,1.87,7.12,47.39,23.2,4.44,0.31,NA,NA,NA,NA
"240",2014-09-08,"WE13","Surface",2.69,NA,0.069,2.22,0.45,2.91,21.07,13.09,9.21,0.09,NA,NA,NA,NA
"241",2014-09-15,"WE2","Surface",3.94,NA,0.143,10.97,20.21,25.57,57.64,13.72,9.1,0.87,7.3,72.85,NA,19.3
"242",2014-09-15,"WE4","Surface",2.53,NA,0.192,11.83,2.85,6.4,15.41,3.94,0.91,0.1,7.5,64.47,NA,19.6
"243",2014-09-15,"WE6","Surface",6.8,NA,0.397,201.69,61.38,71.5,101.56,12.06,1.38,0.42,6.4,119.73,NA,18.2
"244",2014-09-15,"WE8","Surface",5.05,NA,0.151,10.13,15.22,22.77,64.24,19.37,13.5,1.23,7.3,60.37,NA,19.3
"245",2014-09-15,"WE12","Surface",4.36,NA,0.141,NA,12.1,18.14,66.24,18.49,4.78,1.04,7.5,130.45,NA,18.4
"246",2014-09-15,"WE13","Surface",2.91,NA,0.141,0.73,1.7,6.44,29.4,11.96,8.92,0.2,9.1,113.58,NA,20.6
"247",2014-09-23,"WE2","Surface",3.68,NA,0.152,12.85,21.22,24.95,65.63,12.64,30.84,1.4,9.7,455.34,NA,18.4
"248",2014-09-23,"WE4","Surface",2.37,NA,0.176,0.59,NA,1.9,9.86,2.62,0.49,0.1,7.9,162.23,NA,17.9
"249",2014-09-23,"WE6","Surface",4.2,NA,0.2,15.92,27.86,33.19,62.62,12.88,17.46,1.3,8.2,70.44,NA,16.9
"250",2014-09-23,"WE8","Surface",4.38,NA,0.149,NA,6.75,13.65,110.77,52.59,112.53,1.9,7.8,580.43,NA,19.7
"251",2014-09-23,"WE12","Surface",3.36,NA,0.15,3.14,17.39,21.34,60.63,16.97,17.55,0.9,8.1,951.3,NA,17.9
"252",2014-09-23,"WE13","Surface",2.42,NA,0.201,3.86,2.41,5.28,20.2,5.07,0.97,0.1,8.3,1553.27,NA,19
"253",2014-09-29,"WE2","Surface",3.04,NA,0.148,NA,2.25,10.18,133.6,66.63,205.5,0.6,9.6,21.5,NA,19.4
"254",2014-09-29,"WE4","Surface",2.72,NA,0.188,0.33,NA,3.91,17.68,9.21,3.65,NA,8.8,99.74,NA,19.9
"255",2014-09-29,"WE6","Surface",4.72,NA,0.141,0.1,NA,6.79,67.47,45.89,22.51,1,9.1,333.41,NA,20
"256",2014-09-29,"WE8","Surface",3.94,NA,0.14,NA,NA,6.89,178.74,109.66,86.38,0.7,9.7,17.53,NA,20.9
"257",2014-09-29,"WE12","Surface",3.48,NA,0.14,0.44,7.98,11.32,69.57,22.25,21.87,0.5,8.3,291.39,NA,19.5
"258",2014-09-29,"WE13","Surface",2.67,NA,0.164,NA,NA,2.31,96.29,94.45,110.03,0.1,9.9,583.1,NA,20.1
"259",2014-10-06,"WE2","Surface",3.12,NA,0.149,11.18,12.65,13.96,53.34,8.06,6.24,0.3,8.7,137.34,NA,15.3
"260",2014-10-06,"WE4","Surface",2.13,NA,0.192,23.01,6.84,6.14,20.73,1.18,0.36,NA,8.7,272.89,NA,15.4
"261",2014-10-06,"WE6","Surface",5.51,NA,0.373,NA,1.52,7.87,128.71,91.22,30.92,0.5,8.1,22.89,NA,13
"262",2014-10-06,"WE8","Surface",3.85,NA,0.148,3.8,14.83,15.61,74.18,18.5,9.54,0.6,9.6,25.33,NA,14.7
"263",2014-10-06,"WE12","Surface",3.05,NA,0.17,36.39,12.57,11.87,39.57,3.97,0.5,0.2,7.3,172.04,NA,15.5
"264",2014-10-06,"WE13","Surface",2.82,NA,0.187,27.28,4.11,3.94,24.76,4.94,6.75,0.2,8,200.65,NA,15.4
"265",2014-10-15,"WE2","Surface",3.99,NA,0.154,9.31,10.19,17.24,48.77,6.85,0.94,0.3,7.7,49.1,NA,14.2
"266",2014-10-15,"WE4","Surface",4.25,NA,0.163,24.25,13.02,21.03,40.08,4.15,2.71,0.2,9,143.53,NA,14.6
"267",2014-10-15,"WE6","Surface",4.55,NA,0.152,2.37,1.09,6.82,64.29,26.3,15.11,0.3,8.9,444.34,NA,14.7
"268",2014-10-15,"WE8","Surface",4.85,NA,0.143,NA,0.25,7.98,1393.59,466.5,673.18,0.4,8.9,50.41,NA,14.7
"269",2014-10-15,"WE12","Surface",2.91,NA,0.151,6.54,11.27,18.23,51.13,4.11,0.39,0.1,8.6,371.85,NA,14.6
"270",2014-10-15,"WE13","Surface",2.2,NA,0.191,9.62,5.18,7.5,19.55,1.64,1.47,0.1,8.8,336.17,NA,14.7
"271",2014-10-20,"WE2","Surface",3.67,NA,0.162,6.57,9.16,15.96,44.3,7.23,2.12,0.46,9,66.62,NA,12.5
"272",2014-10-20,"WE4","Surface",1.98,NA,0.197,7.66,0.29,2.6,11.93,1.39,0.23,0.15,9.5,465.53,NA,13.1
"273",2014-10-20,"WE6","Surface",5.62,NA,0.432,6.71,5.42,15.92,83.82,19.37,9.45,0.7,8.9,108.12,NA,12.1
"274",2014-10-20,"WE8","Surface",4.58,NA,0.152,4.49,2.43,9.5,81.61,2.07,1.04,0.8,8.3,165.65,NA,13.3
"275",2014-10-20,"WE12","Surface",3.2,NA,0.157,5.18,13.27,20.68,45.17,5,0.54,0.38,8.6,161.58,NA,13
"276",2014-10-20,"WE13","Surface",2.61,NA,0.191,12.25,10.38,15.29,24.05,2.14,1.01,0.26,9,978.09,NA,13.3
"277",2014-10-27,"WE2","Surface",3.24,NA,0.163,3.72,8.52,18.56,38.93,3.26,0.12,0.28,9.1,241.19,NA,12.1
"278",2014-10-27,"WE4","Surface",2.16,NA,0.199,58.2,3.05,7.72,11.86,1.14,NA,NA,8.9,179.18,NA,12.2
"279",2014-10-27,"WE6","Surface",4.63,NA,0.234,8.13,6.01,16.71,47.29,10.35,0.78,0.35,9.1,450.97,NA,11.6
"280",2014-10-27,"WE8","Surface",3.99,NA,0.155,8.85,7.59,17.76,25.25,2.16,0.1,0.38,8.1,212.91,NA,12.3
"281",2014-10-27,"WE12","Surface",3.08,NA,0.162,NA,6.56,15.33,31.33,4.91,0.17,0.19,8.7,229.84,NA,12.2
"282",2014-10-27,"WE13","Surface",2.04,NA,0.182,11.14,1.99,6.17,13.24,2.68,NA,NA,9.4,242.6,NA,12.3
"283",2014-11-03,"WE2","Surface",2.96,NA,0.198,69.57,15.6,23.54,95.91,2.97,0.06,0.14,9.6,175.73,NA,8.9
"284",2014-11-03,"WE6","Surface",3.94,NA,0.244,62.53,15.37,27.63,185.56,7.6,0.04,0.23,10.5,62.43,NA,7.4
"285",2014-11-03,"WE8","Surface",3.46,NA,0.177,41.37,14.87,25.18,61.57,3.65,0.06,0.18,10,547.54,NA,9.2
"286",2014-11-03,"WE12","Surface",3.03,NA,0.184,11.73,13.96,22.23,216.95,7.35,0.19,0.16,10.7,8.55,NA,9.2
"287",2015-06-08,"WE2","Surface",3.67,NA,1.385,52.75,28.18,49.03,64.65,3.13,0.07,NA,9.66,183,NA,19.8
"288",2015-06-08,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,3.22,0.08,NA,6.31,1,NA,19.8
"289",2015-06-08,"WE4","Surface",2.17,NA,0.327,28.63,2.36,3.98,12.82,4.98,NA,NA,9.34,636,NA,18.2
"290",2015-06-08,"WE6","Surface",5.33,NA,3.313,111.88,3.31,72.73,83.97,1.93,NA,NA,8.55,89,NA,20.9
"291",2015-06-08,"WE6","Bottom",NA,NA,NA,NA,NA,NA,NA,1.96,NA,NA,9.1,39,NA,21
"292",2015-06-08,"WE8","Surface",3.77,NA,2.38,90.69,26.37,40.62,47.77,2.75,0.06,NA,8.17,504,NA,20.5
"293",2015-06-08,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,2.84,0.29,NA,7.23,76,NA,20.6
"294",2015-06-08,"WE12","Surface",3.09,NA,1.016,48.94,23.66,29.81,78,4.16,0.21,NA,8.36,17,NA,19.3
"295",2015-06-08,"WE13","Surface",2.26,NA,0.388,5.01,3.02,17.79,24.18,12.76,0.08,NA,9.34,118,NA,18.7
"296",2015-06-08,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,12.02,0.08,NA,7.37,5,NA,18.6
"297",2015-06-08,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,10.54,0.62,NA,7.23,0,NA,18.6
"298",2015-06-18,"WE2","Surface",8.97,NA,5.187,32.26,118.24,170.76,334.43,3.72,1.82,NA,4.48,0,NA,23
"299",2015-06-18,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,3.79,1.03,NA,4.7,0,NA,23
"300",2015-06-18,"WE4","Surface",2.39,NA,0.637,10.17,1.82,11.88,19.74,28.32,3.2,NA,8.57,801,NA,20.8
"301",2015-06-18,"WE6","Surface",7.98,NA,7.425,48.07,126.16,173.21,242.34,2.08,0.83,NA,5.83,38,NA,23
"302",2015-06-18,"WE6","Bottom",NA,NA,NA,NA,NA,NA,NA,1.99,0.29,NA,5.91,0,NA,23
"303",2015-06-18,"WE8","Surface",4.94,NA,4.182,105.55,52.57,74.01,78.67,3.66,0.39,0.11,6.96,969,NA,23
"304",2015-06-18,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,3.61,0.21,NA,7.22,33,NA,22.8
"305",2015-06-18,"WE12","Surface",5.55,NA,6.25,110.38,66.46,97.91,100.8,6.22,0.21,NA,7.3,136,NA,22.8
"306",2015-06-18,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,5.26,0.28,NA,7.42,1,NA,22.7
"307",2015-06-18,"WE13","Surface",2.43,NA,0.574,13.4,2.02,32.1,24.82,6.48,0.53,NA,8.5,1622,NA,21.4
"308",2015-06-18,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,7.21,0.99,NA,8.92,302,NA,21.1
"309",2015-06-18,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,5.86,0.84,NA,7.81,70,NA,19.6
"310",2015-06-22,"WE2","Surface",8.28,NA,5.09,51.95,104.67,159.11,207.42,3.84,0.22,NA,5.61,73,NA,23.3
"311",2015-06-22,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,2.83,0.43,NA,6.08,0,NA,23
"312",2015-06-22,"WE4","Surface",2.82,NA,0.357,11.76,2.23,35.68,24.04,1.01,0.39,NA,9.39,1585,NA,21.4
"313",2015-06-22,"WE6","Surface",8.51,NA,4.216,96.49,135.36,194,230.34,1.63,0.16,NA,5.41,217,NA,23.6
"314",2015-06-22,"WE6","Bottom",NA,NA,NA,NA,NA,NA,NA,1.6,0.17,NA,4.97,31,NA,23.4
"315",2015-06-22,"WE8","Surface",5.61,NA,4.516,86.21,44.83,273.58,156.32,9.17,1.82,0.1,7.78,913,NA,24.2
"316",2015-06-22,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,12.84,1.46,NA,8.01,99,NA,23.1
"317",2015-06-22,"WE12","Surface",6.5,NA,5.58,75.17,70.45,98.27,129.11,6.28,0.32,NA,6.87,109,NA,24
"318",2015-06-22,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,4.46,0.19,NA,6.81,0,NA,23.4
"319",2015-06-22,"WE13","Surface",3.39,NA,1.226,NA,2.31,6,23.06,22.6,3.68,NA,8.43,289,NA,22.5
"320",2015-06-22,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,24.2,3.54,NA,9.44,52,NA,21.3
"321",2015-06-22,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,20.4,0.89,NA,9.09,15,NA,21.3
"322",2015-06-29,"WE2","Surface",3.98,NA,2.139,29.68,25.31,33.25,79.26,16.9,0.86,NA,9.01,73,NA,20.9
"323",2015-06-29,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,12.68,2.94,NA,10.73,0,NA,20.9
"324",2015-06-29,"WE4","Surface",2.58,NA,0.379,32.29,11.33,14.84,49.21,4.48,0.57,NA,7.48,109,NA,20.2
"325",2015-06-29,"WE6","Surface",7.49,NA,3.282,94.51,92.03,132.97,202.96,9.56,1.09,NA,8.9,40,NA,19.8
"326",2015-06-29,"WE6","Bottom",NA,NA,NA,NA,NA,NA,NA,9.66,0.88,NA,9.11,2,NA,19.8
"327",2015-06-29,"WE8","Surface",3.5,NA,0.73,45.59,15.19,20.61,52.33,15.02,0.96,NA,7.55,379,NA,20.7
"328",2015-06-29,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,15.96,1.14,NA,7.65,7,NA,20.6
"329",2015-06-29,"WE12","Surface",6.23,NA,4.33,7.98,59.49,79.39,223.65,21.23,4.81,NA,7.51,2,NA,21.1
"330",2015-06-29,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,20.92,4.11,NA,7.88,0,NA,21.1
"331",2015-06-29,"WE13","Surface",3.96,NA,2.185,6.82,21.07,28.42,133.44,20.62,2.62,NA,NA,NA,NA,NA
"332",2015-06-29,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,19.31,2.96,NA,7.89,0,NA,21
"333",2015-06-29,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,18.25,2.01,NA,7.82,0,NA,20.8
"334",2015-07-06,"WE2","Surface",6.95,NA,3.138,5.41,32.4,75.93,161.17,46.77,7.6,NA,7.95,75,NA,22
"335",2015-07-06,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,26.42,1.87,NA,8.09,0,NA,21.7
"336",2015-07-06,"WE4","Surface",2.46,NA,0.46,2.66,0.73,1.39,9.25,7.99,0.07,NA,8.97,1374,NA,22.3
"337",2015-07-06,"WE6","Surface",7.23,NA,3.261,4.47,44.64,121.15,179.8,32.05,3.97,NA,7.66,306,NA,22.1
"338",2015-07-06,"WE6","Bottom",NA,NA,NA,NA,NA,NA,NA,22.81,0.53,NA,7.71,9,NA,21.9
"339",2015-07-06,"WE8","Surface",5.37,NA,2.599,4.88,12.23,35.53,97.03,36.48,8.7,NA,9.99,620,NA,24.4
"340",2015-07-06,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,19.13,1,NA,8.9,2,NA,22.4
"341",2015-07-06,"WE12","Surface",6.27,NA,3.907,5.21,39.18,90.09,178.01,58.11,21.38,NA,7.6,432,NA,22.3
"342",2015-07-06,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,7.73,NA,NA,7.63,0,NA,21.2
"343",2015-07-06,"WE13","Surface",5.51,NA,2.666,4.81,25.4,62.54,137.53,38.35,1.54,NA,7.77,261,NA,21.8
"344",2015-07-06,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,15.36,NA,NA,7.85,0,NA,21.4
"345",2015-07-06,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,4.97,0,NA,20.4
"346",2015-07-13,"WE2","Surface",6.89,NA,3.187,71.37,45.32,111.15,140.13,5.93,0.57,NA,7.92,99,NA,21.8
"347",2015-07-13,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,3.18,0.34,NA,6.66,0,NA,21.6
"348",2015-07-14,"WE4","Surface",2.49,NA,0.521,11.92,5.77,2.49,12.56,5.03,0.99,NA,8.61,1072,NA,22.1
"349",2015-07-13,"WE6","Surface",7.33,NA,2.897,23.58,35.51,98.11,142.74,26,1.53,NA,8.18,154,NA,22.3
"350",2015-07-13,"WE6","Bottom",NA,NA,NA,NA,NA,NA,NA,25.03,7.59,NA,7.45,38,NA,22.3
"351",2015-07-13,"WE8","Surface",6.15,NA,2.996,75.42,31.74,80.48,118.61,16.03,17.63,0.1,7.86,59,NA,22.9
"352",2015-07-13,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,12.3,2.46,0.1,7.09,0,NA,22.9
"353",2015-07-14,"WE12","Surface",2.4,NA,3.592,12.25,32.26,78.39,107.89,7.25,1.4,NA,7.31,197,NA,22
"354",2015-07-14,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,6.06,0.73,NA,7.72,0,NA,22
"355",2015-07-14,"WE13","Surface",3.37,NA,1.159,26.44,7.82,17.03,43.32,16.06,2.53,NA,7.83,456,NA,21.9
"356",2015-07-14,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,18.19,3.38,NA,7.96,10,NA,21.9
"357",2015-07-14,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,8.71,1.99,NA,7.36,0,NA,21.6
"358",2015-07-20,"WE2","Surface",6.26,NA,2.877,36.24,40.52,122.35,136.42,6.59,NA,NA,8.82,274,NA,21.9
"359",2015-07-20,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,5.45,9.5,NA,10.67,1,NA,22.5
"360",2015-07-20,"WE4","Surface",3.1,NA,0.752,3.77,1.62,7.09,80.43,119.72,155.16,0.15,7.52,427,NA,24.2
"361",2015-07-20,"WE6","Surface",6.83,NA,2.441,67.45,54.54,151.35,172.8,2.88,NA,NA,5.85,201,NA,23.5
"362",2015-07-20,"WE6","Bottom",NA,NA,NA,NA,NA,NA,NA,2.56,5.49,NA,5.3,53,NA,23.6
"363",2015-07-20,"WE8","Surface",6.52,NA,2.957,11.25,40.17,105.79,142.71,23.63,0.08,NA,8.35,600,NA,24.5
"364",2015-07-20,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,11.98,3.36,NA,6.9,8,NA,23.1
"365",2015-07-20,"WE12","Surface",5.66,NA,2.871,3.19,30.76,87.27,158.14,66.59,1.61,NA,8.62,317,NA,23.9
"366",2015-07-20,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,16.43,0.79,NA,8.14,0,NA,23.4
"367",2015-07-20,"WE13","Surface",2.67,NA,0.472,2.13,1.45,4.71,74.65,113.32,84.49,NA,9.36,699,NA,24.3
"368",2015-07-20,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,22.84,5.77,NA,9,44,NA,23
"369",2015-07-20,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,2.35,NA,NA,8.65,11,NA,22.8
"370",2015-07-20,"WE14","Surface",2.31,NA,0.512,6.95,0.98,4.24,10.93,6.07,3.98,NA,7.68,1055,NA,23.3
"371",2015-07-27,"WE2","Surface",6.71,NA,1.833,30.49,57.91,82.51,106.02,10.02,NA,0.12,6.97,356,NA,25.2
"372",2015-07-27,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,5.22,NA,0.17,7.16,1,NA,24.6
"373",2015-07-27,"WE4","Surface",2.18,NA,0.293,2.55,0.97,3.98,11.26,4.65,0.39,0.15,8.11,1123,NA,25
"374",2015-07-27,"WE6","Surface",7.04,NA,1.762,51.2,89.77,126.84,154.25,4.3,0.15,0.17,8.04,294,NA,25.7
"375",2015-07-27,"WE8","Surface",5.87,NA,1.855,6.43,31.14,49.7,117.36,67.44,44,0.22,9.29,632,NA,26.3
"376",2015-07-27,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,30.14,10.05,0.22,7.57,11,NA,25.2
"377",2015-07-27,"WE12","Surface",4.94,NA,1.378,7.38,14.89,27.73,59.05,25.42,7.1,0.52,8,649,NA,25
"378",2015-07-27,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,20.2,6.24,0.6,9.65,2,NA,24.8
"379",2015-07-27,"WE13","Surface",2.29,NA,0.353,2.47,1.2,6.16,13.67,8.45,1.72,0.12,8.63,1461,NA,25
"380",2015-07-27,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,7.81,0.67,0.12,8.81,359,NA,24.5
"381",2015-07-27,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,4.85,0.22,0.15,6.24,104,NA,23.4
"382",2015-07-27,"WE14","Surface",2.34,NA,0.347,4.62,1.29,4.38,13.18,8.68,2.15,0.15,7.44,1679,NA,24.9
"383",2015-07-27,"WE15","Surface",4.66,NA,1.54,2.34,17.17,24.41,128.16,221.33,63.26,0.39,8.91,190,NA,25.4
"384",2015-08-04,"WE2","Surface",5.81,NA,1.387,19.09,37.85,54.16,113.14,64.89,10.86,0.2,6.81,456,NA,24.3
"385",2015-08-04,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,20.3,10.99,0.51,7.9,35,NA,24.3
"386",2015-08-04,"WE4","Surface",2.81,NA,0.35,3.2,3.09,4.61,48.86,63.27,14.71,0.15,8.47,843,NA,24.4
"387",2015-08-04,"WE6","Surface",6.41,NA,1.56,45.88,70.47,96.06,135.58,35.53,36.45,0.23,6.63,421,NA,23.8
"388",2015-08-04,"WE8","Surface",5.12,NA,0.967,6.6,16.14,25.28,99.44,116.68,43.31,0.23,8.52,440,NA,24.4
"389",2015-08-04,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,42.9,34.05,0.34,10.47,2,NA,24.4
"390",2015-08-04,"WE12","Surface",6.03,NA,1.456,41.65,60.65,78.6,109.68,14.15,6.62,0.15,5.81,462,NA,24.3
